"Name","Start","End","Duration","Process"
"Ceny koncerniaków w Biedronce to jest SZOK!!! 1000ibu - YouTube - Google Chrome","2023-01-13T15:24:01.0000000","2023-01-13T15:27:02.0000000","0:03:01","Google Chrome"
"grolsh - Szukaj w Google - Google Chrome","2023-01-13T15:27:02.0000000","2023-01-13T15:27:20.0000000","0:00:18","Google Chrome"
"Piwo jasne zawartość 5% butelka 450ml, holenderskie - Grolsch - Frisco.pl - Google Chrome","2023-01-13T15:27:20.0000000","2023-01-13T15:27:26.0000000","0:00:06","Google Chrome"
"Ceny koncerniaków w Biedronce to jest SZOK!!! 1000ibu - YouTube - Google Chrome","2023-01-13T15:27:26.0000000","2023-01-13T15:27:59.0000000","0:00:33","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-13T15:27:59.0000000","2023-01-13T15:28:06.0000000","0:00:07","Google Chrome"
"Facebook - Google Chrome","2023-01-13T15:28:06.0000000","2023-01-13T15:28:13.0000000","0:00:07","Google Chrome"
"Ceny koncerniaków w Biedronce to jest SZOK!!! 1000ibu - YouTube - Google Chrome","2023-01-13T15:28:13.0000000","2023-01-13T15:28:20.0000000","0:00:07","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-13T15:28:20.0000000","2023-01-13T15:28:30.0000000","0:00:10","Google Chrome"
"Ceny koncerniaków w Biedronce to jest SZOK!!! 1000ibu - YouTube - Google Chrome","2023-01-13T15:28:30.0000000","2023-01-13T15:28:59.0000000","0:00:29","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-13T15:28:59.0000000","2023-01-13T15:29:05.0000000","0:00:06","Google Chrome"
"Ceny koncerniaków w Biedronce to jest SZOK!!! 1000ibu - YouTube - Google Chrome","2023-01-13T15:29:05.0000000","2023-01-13T15:38:16.0000000","0:09:11","Google Chrome"
"Facebook - Google Chrome","2023-01-13T15:38:16.0000000","2023-01-13T15:38:59.0000000","0:00:43","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T15:38:59.0000000","2023-01-13T15:39:05.0000000","0:00:06","Google Chrome"
"YouTube - Google Chrome","2023-01-13T15:39:05.0000000","2023-01-13T15:39:23.0000000","0:00:18","Google Chrome"
"ELDEN RING™ The perfect Scarlet Aeonia bloom - YouTube - Google Chrome","2023-01-13T15:39:23.0000000","2023-01-13T15:39:47.0000000","0:00:24","Google Chrome"
"ELDEN RING™ Level 170 PvP. Duels like this make the PvP worth it! Hybrid Witch vs Carian Knight! - YouTube - Google Chrome","2023-01-13T15:39:47.0000000","2023-01-13T15:40:15.0000000","0:00:28","Google Chrome"
"NAJSZYBSZY PECET 2023! 💨 | Test PC za 25000 zł z i9-13900KS i RTX 4090 - YouTube - Google Chrome","2023-01-13T15:40:15.0000000","2023-01-13T15:44:40.0000000","0:04:25","Google Chrome"
"YouTube - Google Chrome","2023-01-13T15:44:40.0000000","2023-01-13T15:44:48.0000000","0:00:08","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-13T15:44:48.0000000","2023-01-13T15:44:53.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-13T21:40:09.0000000","2023-01-13T21:40:15.0000000","0:00:06","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-13T21:40:15.0000000","2023-01-13T21:40:20.0000000","0:00:05","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-13T21:40:20.0000000","2023-01-13T21:40:25.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"coś się zepsuło [Bieszczady] - YouTube - Google Chrome","2023-01-13T21:40:25.0000000","2023-01-13T21:40:35.0000000","0:00:10","Google Chrome"
"Krzysztof Gonciarz - YouTube - Google Chrome","2023-01-13T21:51:32.0000000","2023-01-13T21:51:41.0000000","0:00:09","Google Chrome"
"Krzysztof Gonciarz - YouTube - Google Chrome","2023-01-13T21:51:41.0000000","2023-01-13T21:51:47.0000000","0:00:06","Google Chrome"
"Wywar z policzków nieboszczyka [Bieszczady] - YouTube - Google Chrome","2023-01-13T21:51:47.0000000","2023-01-13T21:58:45.0000000","0:06:58","Google Chrome"
"Surfing w lodowatym Bałtyku - YouTube - Google Chrome","2023-01-13T21:58:45.0000000","2023-01-13T22:00:41.0000000","0:01:56","Google Chrome"
"Surfing w lodowatym Bałtyku - YouTube - Google Chrome","2023-01-13T22:11:27.0000000","2023-01-13T22:14:18.0000000","0:02:51","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-13T22:14:18.0000000","2023-01-13T22:17:03.0000000","0:02:45","System operacyjny Microsoft® Windows®"
"ELDEN RING™","2023-01-13T22:17:03.0000000","2023-01-13T22:38:14.0000000","0:21:11","ELDEN RING™"
"System operacyjny Microsoft® Windows®","2023-01-13T22:38:14.0000000","2023-01-13T22:38:17.0000000","0:00:03","System operacyjny Microsoft® Windows®"
"instaKod - Google Chrome","2023-01-14T09:43:39.0000000","2023-01-14T09:43:46.0000000","0:00:07","Google Chrome"
"instaKod - Google Chrome","2023-01-14T09:43:46.0000000","2023-01-14T09:43:53.0000000","0:00:07","Google Chrome"
"instaKod - Google Chrome","2023-01-14T09:43:53.0000000","2023-01-14T09:43:59.0000000","0:00:06","Google Chrome"
"instaKod - Google Chrome","2023-01-14T09:43:59.0000000","2023-01-14T09:45:47.0000000","0:01:48","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T09:45:47.0000000","2023-01-14T09:46:03.0000000","0:00:16","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T09:46:03.0000000","2023-01-14T09:46:58.0000000","0:00:55","Google Chrome"
"instaKod - Google Chrome","2023-01-14T09:46:58.0000000","2023-01-14T09:47:04.0000000","0:00:06","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T09:47:04.0000000","2023-01-14T09:47:36.0000000","0:00:32","Google Chrome"
"instadb.com - Księga uczniów - Google Chrome","2023-01-14T09:47:36.0000000","2023-01-14T09:48:02.0000000","0:00:26","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T09:48:02.0000000","2023-01-14T09:55:45.0000000","0:07:43","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T09:55:45.0000000","2023-01-14T09:55:51.0000000","0:00:06","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T09:55:51.0000000","2023-01-14T09:56:54.0000000","0:01:03","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-14T09:56:54.0000000","2023-01-14T09:57:00.0000000","0:00:06","Google Chrome"
"YouTube - Google Chrome","2023-01-14T09:57:00.0000000","2023-01-14T09:57:06.0000000","0:00:06","Google Chrome"
"Index of /~joziakp/sowid/skrypty - Google Chrome","2023-01-14T09:57:06.0000000","2023-01-14T09:57:12.0000000","0:00:06","Google Chrome"
"bash-lab.pdf - Google Chrome","2023-01-14T09:57:12.0000000","2023-01-14T09:58:27.0000000","0:01:15","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-14T09:58:27.0000000","2023-01-14T09:58:33.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"bash1 — Notatnik","2023-01-14T09:58:33.0000000","2023-01-14T09:59:26.0000000","0:00:53","Notepad"
"Index of /~joziakp/sowid/skrypty - Google Chrome","2023-01-14T09:59:26.0000000","2023-01-14T09:59:35.0000000","0:00:09","Google Chrome"
"instaKod - Google Chrome","2023-01-14T09:59:35.0000000","2023-01-14T09:59:59.0000000","0:00:24","Google Chrome"
"instaKod - Google Chrome","2023-01-14T09:59:59.0000000","2023-01-14T10:01:18.0000000","0:01:19","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:01:18.0000000","2023-01-14T10:02:16.0000000","0:00:58","Google Chrome"
"instaKod - Google Chrome","2023-01-14T10:02:16.0000000","2023-01-14T10:02:22.0000000","0:00:06","Google Chrome"
"instaKod - Google Chrome","2023-01-14T10:02:22.0000000","2023-01-14T10:02:28.0000000","0:00:06","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:02:28.0000000","2023-01-14T10:03:26.0000000","0:00:58","Google Chrome"
"instaKod - Google Chrome","2023-01-14T10:03:26.0000000","2023-01-14T10:03:41.0000000","0:00:15","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:03:41.0000000","2023-01-14T10:04:14.0000000","0:00:33","Google Chrome"
"instaKod - Google Chrome","2023-01-14T10:04:14.0000000","2023-01-14T10:04:26.0000000","0:00:12","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:04:26.0000000","2023-01-14T10:04:47.0000000","0:00:21","Google Chrome"
"instaKod - Google Chrome","2023-01-14T10:04:47.0000000","2023-01-14T10:04:54.0000000","0:00:07","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:04:54.0000000","2023-01-14T10:07:17.0000000","0:02:23","Google Chrome"
"bash2 — Notatnik","2023-01-14T10:07:17.0000000","2023-01-14T10:07:28.0000000","0:00:11","Notepad"
"putty mini - Szukaj w Google - Google Chrome","2023-01-14T10:07:28.0000000","2023-01-14T10:07:38.0000000","0:00:10","Google Chrome"
"Download PuTTY - a free SSH and telnet client for Windows - Google Chrome","2023-01-14T10:07:38.0000000","2023-01-14T10:07:43.0000000","0:00:05","Google Chrome"
"Download PuTTY: latest release (0.78) - Google Chrome","2023-01-14T10:07:43.0000000","2023-01-14T10:07:51.0000000","0:00:08","Google Chrome"
"PuTTY release 0.78 (64-bit) Setup","2023-01-14T10:07:51.0000000","2023-01-14T10:08:04.0000000","0:00:13","Instalator Windows — Unicode"
"PuTTY Configuration","2023-01-14T10:08:04.0000000","2023-01-14T10:08:33.0000000","0:00:29","PuTTY suite"
"Index of /~joziakp/sowid/skrypty - Google Chrome","2023-01-14T10:08:33.0000000","2023-01-14T10:08:39.0000000","0:00:06","Google Chrome"
"Index of /~joziakp/sowid/lab - Google Chrome","2023-01-14T10:08:39.0000000","2023-01-14T10:08:45.0000000","0:00:06","Google Chrome"
"Index of /~joziakp/sowid/prezentacje - Google Chrome","2023-01-14T10:08:45.0000000","2023-01-14T10:08:54.0000000","0:00:09","Google Chrome"
"Index of /~joziakp/sowid - Google Chrome","2023-01-14T10:08:54.0000000","2023-01-14T10:09:00.0000000","0:00:06","Google Chrome"
"Index of /~joziakp/sowid - Google Chrome","2023-01-14T10:09:00.0000000","2023-01-14T10:09:05.0000000","0:00:05","Google Chrome"
"PuTTY Configuration","2023-01-14T10:09:05.0000000","2023-01-14T10:09:12.0000000","0:00:07","PuTTY suite"
"PuTTY","2023-01-14T10:09:12.0000000","2023-01-14T10:09:18.0000000","0:00:06","PuTTY suite"
"pw.edu.pl - PuTTY","2023-01-14T10:09:18.0000000","2023-01-14T10:09:27.0000000","0:00:09","PuTTY suite"
"README — Notatnik","2023-01-14T10:09:27.0000000","2023-01-14T10:09:39.0000000","0:00:12","Notepad"
"bash3 — Notatnik","2023-01-14T10:09:39.0000000","2023-01-14T10:10:01.0000000","0:00:22","Notepad"
"bash - Szukaj w Google - Google Chrome","2023-01-14T10:10:01.0000000","2023-01-14T10:10:09.0000000","0:00:08","Google Chrome"
"Bash - GNU Project - Free Software Foundation - Google Chrome","2023-01-14T10:10:09.0000000","2023-01-14T10:10:18.0000000","0:00:09","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-14T10:10:18.0000000","2023-01-14T10:10:23.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Git - Downloads - Google Chrome","2023-01-14T10:10:23.0000000","2023-01-14T10:10:32.0000000","0:00:09","Google Chrome"
"Git - Downloading Package - Google Chrome","2023-01-14T10:10:32.0000000","2023-01-14T10:10:42.0000000","0:00:10","Google Chrome"
"Git 2.39.0.2 Setup","2023-01-14T10:10:42.0000000","2023-01-14T10:11:14.0000000","0:00:32","Git                                                         "
"System operacyjny Microsoft® Windows®","2023-01-14T10:11:14.0000000","2023-01-14T10:11:19.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Git Gui","2023-01-14T10:11:19.0000000","2023-01-14T10:11:30.0000000","0:00:11","Tk 8.6 for Windows"
"Git Gui (Pulpit): error","2023-01-14T10:11:30.0000000","2023-01-14T10:11:35.0000000","0:00:05","Tk 8.6 for Windows"
"Szukaj w Internecie i w systemie Windows","2023-01-14T10:11:35.0000000","2023-01-14T10:11:42.0000000","0:00:07","Microsoft® Windows® Operating System"
"Ustawienia","2023-01-14T10:11:42.0000000","2023-01-14T10:12:16.0000000","0:00:34","Ustawienia"
"Outlook - Google Chrome","2023-01-14T10:12:16.0000000","2023-01-14T10:12:21.0000000","0:00:05","Google Chrome"
"Poczta — Iwicki Michał (STUD) — Outlook - Google Chrome","2023-01-14T10:12:21.0000000","2023-01-14T10:12:35.0000000","0:00:14","Google Chrome"
"Index of /~joziakp/sowid/prezentacje - Google Chrome","2023-01-14T10:12:35.0000000","2023-01-14T10:12:41.0000000","0:00:06","Google Chrome"
"Shell – podstawy syntaksu - Google Chrome","2023-01-14T10:12:41.0000000","2023-01-14T10:12:51.0000000","0:00:10","Google Chrome"
"YouTube - Google Chrome","2023-01-14T10:12:51.0000000","2023-01-14T10:13:02.0000000","0:00:11","Google Chrome"
"How to Run Linux/Bash on Windows 10 | Windows 10 Bash & Linux Subsystem Setup - YouTube - Google Chrome","2023-01-14T10:13:02.0000000","2023-01-14T10:13:14.0000000","0:00:12","Google Chrome"
"Szukaj w Internecie i w systemie Windows","2023-01-14T10:13:14.0000000","2023-01-14T10:13:19.0000000","0:00:05","Microsoft® Windows® Operating System"
"How to Run Linux/Bash on Windows 10 | Windows 10 Bash & Linux Subsystem Setup - YouTube - Google Chrome","2023-01-14T10:13:19.0000000","2023-01-14T10:13:33.0000000","0:00:14","Google Chrome"
"Microsoft Store","2023-01-14T10:13:33.0000000","2023-01-14T10:13:54.0000000","0:00:21","Microsoft Store"
"How to Run Linux/Bash on Windows 10 | Windows 10 Bash & Linux Subsystem Setup - YouTube - Google Chrome","2023-01-14T10:13:54.0000000","2023-01-14T10:14:05.0000000","0:00:11","Google Chrome"
"Microsoft Store","2023-01-14T10:14:05.0000000","2023-01-14T10:14:13.0000000","0:00:08","Microsoft Store"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:14:13.0000000","2023-01-14T10:14:25.0000000","0:00:12","Google Chrome"
"Ubuntu","2023-01-14T10:14:25.0000000","2023-01-14T10:14:32.0000000","0:00:07","Windows Terminal"
"Szukaj w Internecie i w systemie Windows","2023-01-14T10:14:32.0000000","2023-01-14T10:14:39.0000000","0:00:07","Microsoft® Windows® Operating System"
"Ubuntu","2023-01-14T10:14:39.0000000","2023-01-14T10:14:59.0000000","0:00:20","Windows Terminal"
"install bash - YouTube - Google Chrome","2023-01-14T10:14:59.0000000","2023-01-14T10:15:06.0000000","0:00:07","Google Chrome"
"How to Install BASH Shell on Windows 10 - YouTube - Google Chrome","2023-01-14T10:15:06.0000000","2023-01-14T10:15:11.0000000","0:00:05","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-14T10:15:11.0000000","2023-01-14T10:15:45.0000000","0:00:34","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-14T10:15:45.0000000","2023-01-14T10:15:55.0000000","0:00:10","Google Chrome"
"Ubuntu","2023-01-14T10:15:55.0000000","2023-01-14T10:16:04.0000000","0:00:09","Windows Terminal"
"Błąd WslRegisterDistribution z błędem 0x8007019e - WSL - Google Chrome","2023-01-14T10:16:04.0000000","2023-01-14T10:16:17.0000000","0:00:13","Google Chrome"
"Funkcje systemu Windows","2023-01-14T10:16:17.0000000","2023-01-14T10:16:48.0000000","0:00:31","System operacyjny Microsoft® Windows®"
"Ubuntu","2023-01-14T10:18:05.0000000","2023-01-14T10:18:10.0000000","0:00:05","Windows Terminal"
"0x800701bc - Szukaj w Google - Google Chrome","2023-01-14T10:18:10.0000000","2023-01-14T10:18:15.0000000","0:00:05","Google Chrome"
"WslRegisterDistribution failed with error: 0x800701bc · Issue #5393 · microsoft/WSL - Google Chrome","2023-01-14T10:18:15.0000000","2023-01-14T10:18:27.0000000","0:00:12","Google Chrome"
"Manual installation steps for older versions of WSL | Microsoft Learn - Google Chrome","2023-01-14T10:18:27.0000000","2023-01-14T10:19:18.0000000","0:00:51","Google Chrome"
"Windows Subsystem for Linux Update Setup","2023-01-14T10:19:18.0000000","2023-01-14T10:19:23.0000000","0:00:05","Instalator Windows — Unicode"
"Szukaj w Internecie i w systemie Windows","2023-01-14T10:19:23.0000000","2023-01-14T10:19:29.0000000","0:00:06","Microsoft® Windows® Operating System"
"Ubuntu","2023-01-14T10:19:29.0000000","2023-01-14T10:19:45.0000000","0:00:16","Windows Terminal"
"WslRegisterDistribution failed with error: 0x80370102 - Microsoft Community - Google Chrome","2023-01-14T10:19:45.0000000","2023-01-14T10:19:53.0000000","0:00:08","Google Chrome"
"Ubuntu","2023-01-14T10:19:53.0000000","2023-01-14T10:20:02.0000000","0:00:09","Windows Terminal"
"WslRegisterDistribution failed with error: 0x80370102 - Microsoft Community - Google Chrome","2023-01-14T10:20:02.0000000","2023-01-14T10:20:28.0000000","0:00:26","Google Chrome"
"Windows PowerShell","2023-01-14T10:20:28.0000000","2023-01-14T10:20:56.0000000","0:00:28","Windows Terminal"
"Nowa karta - Google Chrome","2023-01-14T10:20:56.0000000","2023-01-14T10:21:02.0000000","0:00:06","Google Chrome"
"time unix - Szukaj w Google - Google Chrome","2023-01-14T10:21:02.0000000","2023-01-14T10:21:22.0000000","0:00:20","Google Chrome"
"time (Unix) - Wikipedia - Google Chrome","2023-01-14T10:21:22.0000000","2023-01-14T10:21:29.0000000","0:00:07","Google Chrome"
"WslRegisterDistribution failed with error: 0x80370102 - Microsoft Community - Google Chrome","2023-01-14T10:21:29.0000000","2023-01-14T10:21:53.0000000","0:00:24","Google Chrome"
"Windows PowerShell","2023-01-14T10:21:53.0000000","2023-01-14T10:22:22.0000000","0:00:29","Windows Terminal"
"Ubuntu","2023-01-14T10:22:22.0000000","2023-01-14T10:22:30.0000000","0:00:08","Windows Terminal"
"Start","2023-01-14T10:22:30.0000000","2023-01-14T10:22:35.0000000","0:00:05","Windows Start Experience Host"
"Menedżer zadań","2023-01-14T10:23:36.0000000","2023-01-14T10:23:55.0000000","0:00:19","System operacyjny Microsoft® Windows®"
"Please wait while the application opens","2023-01-14T10:23:55.0000000","2023-01-14T10:24:00.0000000","0:00:05","ManicTime"
"ManicTime - Standardowy (darmowy)","2023-01-14T10:24:00.0000000","2023-01-14T10:24:19.0000000","0:00:19","ManicTime"
"Program Manager","2023-01-14T10:24:19.0000000","2023-01-14T10:24:24.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Szukaj w Internecie i w systemie Windows","2023-01-14T10:24:24.0000000","2023-01-14T10:24:30.0000000","0:00:06","Microsoft® Windows® Operating System"
"Ustawienia","2023-01-14T10:24:30.0000000","2023-01-14T10:25:09.0000000","0:00:39","Ustawienia"
"20.04 - WSL 2 Won't Run Ubuntu - Error 0x80370102 - Ask Ubuntu - Google Chrome","2023-01-14T10:29:51.0000000","2023-01-14T10:30:27.0000000","0:00:36","Google Chrome"
"0x80370102 - Szukaj w Google - Google Chrome","2023-01-14T10:30:27.0000000","2023-01-14T10:30:33.0000000","0:00:06","Google Chrome"
"(Solved) Windows 11 Error 0x80370102 WSL: Windows Subsystem for Linux - Ansible troubleshooting - YouTube - Google Chrome","2023-01-14T10:30:33.0000000","2023-01-14T10:30:40.0000000","0:00:07","Google Chrome"
"(Solved) Windows 11 Error 0x80370102 WSL: Windows Subsystem for Linux - Ansible troubleshooting - YouTube - Google Chrome","2023-01-14T10:30:40.0000000","2023-01-14T10:31:00.0000000","0:00:20","Google Chrome"
"Nowa karta - Google Chrome","2023-01-14T10:31:00.0000000","2023-01-14T10:31:05.0000000","0:00:05","Google Chrome"
